,developer,release_date,price
7511,Lunar Giant,2010,0.0
7512,Lunar Giant,2011,0.0
7513,Lunar Giant,2012,1.0
7514,Lunar Labs,2015,0.0
7515,LunarCore Games,2016,0.0
7516,LunarCore Games,2017,0.0
7517,LunarCore Games,2018,0.0
7518,"LunarCore Games,Challudym",2017,0.0
7519,LunarPixel,2017,0.0
7520,Lunarhellgames,2017,0.0
7521,Lunarhellgames,2018,0.0
7522,Lunatic Pixels,2016,0.0
7523,Lunchbox Edu,2017,0.0
7524,"Lunchtime Studios, LLC",2017,0.0
7525,Lunisky studio,2016,0.0
7526,Luo Zhi En,2017,0.0
7527,Luotsi Entertainment,2017,0.0
7528,Lupan Artiom Oleg,2016,0.0
7529,Lupiesoft,2015,0.0
7530,Lupiesoft,2017,0.0
7531,Lushboy Studios,2017,0.0
7532,Lusorion Creatives,2017,0.0
7533,LuteGames,2017,0.0
7534,Lux Caput (Andrey M),2017,0.0
7535,Luxorix Games,2017,0.0
7536,Léo-Games,2016,1.0
7537,Léo-Games,2017,0.0
7538,M&amp;H Soft,2017,0.0
7539,M. Hanka,2016,0.0
7540,M. Hanka,2017,0.0
7541,M.BonKov,2016,0.0
7542,M.J.H.X. Studio,2017,0.0
7543,"M2 Co.,LTD",2015,0.0
7544,"M2 Co.,LTD",2016,0.0
7545,M2H,2015,0.0
7546,M2H,2016,0.0
7547,M2H,2017,0.0
7548,"M2H,Blackmill Games",2015,0.0
7549,"M2H,Blackmill Games",2017,0.0
7550,MABManZ,2016,0.0
7551,MADia Entertainment,2001,0.0
7552,MADia Entertainment,2004,0.0
7553,MAGES. Inc.,2015,0.0
7554,MAGES. Inc.,2016,0.0
7555,MAGES. Inc.,2017,0.0
7556,"MAGES. Inc.,5pb",2017,0.0
7557,"MAGES. Inc.,5pb.",2017,0.0
7558,"MAGES. Inc.,5pb.,Experience Inc.",2017,0.0
7559,"MAGES. Inc.,Tachyon Inc.,",2017,0.0
7560,MAGIC Spell Studios,2016,0.0
7561,"MAGIC Spell Studios,James Zolyak",2016,1.0
7562,MAGICS,2015,0.25
7563,MAGIX Software GmbH,2014,1.0
7564,MAGIX Software GmbH,2015,0.2
7565,MAGIX Software GmbH,2016,0.0
7566,MAGIX Software GmbH,2017,0.0
7567,MATRE,2017,0.0
7568,MC2,2002,0.0
7569,MC2,2004,0.0
7570,MDKSound,2015,0.0
7571,MDNA Games,2014,0.0
7572,MDNA Games,2015,0.5
7573,MDickie,2017,1.0
7574,MECH'AT,2017,0.0
7575,MEGAFUZZ,2014,0.0
7576,MFAFB Games LLC,2017,0.0
7577,MGP,2017,0.0
7578,MGP Studios,2015,0.0
7579,MGP Studios,2016,0.0
7580,MING-CHIEN LEE,2017,1.0
7581,MK-ULTRA Games,2015,0.0
7582,MKLab,2015,0.0
7583,MLB.com,2015,0.0
7584,MLB.com,2016,0.0
7585,MMEU,2016,0.0
7586,MNB,2017,0.0
7587,MOKKOGRAD,2017,0.0
7588,MONKEY WRENCH STUDIO INC.,2017,0.0
7589,MOONSTONE,2015,0.5
7590,MP Game Studios,2018,0.0
7591,"MPR ART Hallucinations,David Szymanski",2016,1.0
7592,"MPR ART Hallucinations,Roger Levy",2015,0.0
7593,"MPR ART Hallucinations,Roger Levy",2016,1.0
7594,MPS Labs,1992,0.0
7595,MPS Labs,1994,0.0
7596,MR-Software GbR,2013,0.0
7597,"MR-Software GbR,Rolf Westphalen",2014,0.0
7598,MSRX22,2017,0.0
7599,MT Worlds,2017,0.0
7600,MTR,2017,0.0
7601,MURA Interactive,2014,1.0
7602,MURA Interactive,2016,0.0
7603,"MWC,David J. Franco",2017,0.5
7604,Machine 22,2013,0.5
7605,Machine 22,2015,0.0
7606,Machine 22,2016,0.0
7607,Machine Games,2014,0.0
7608,Machine Games,2017,0.0
7609,Machine1357,2016,0.0
7610,MachineGames,2015,0.0
7611,MachineSpirit,2015,0.0
7612,"Machineman1357,Phanom Games",2015,0.0
7613,"Maciej Targoni,Michal Pawlowski",2017,0.0
7614,"Maciej Targoni,Wojciech Wasiak",2015,0.0
7615,"Maciej Targoni,Wojciech Wasiak",2016,0.0
7616,"Mack Media,Caipirinha Games,DevQ1",2015,0.0
7617,"Mad Capacity,LREVG",2016,0.0
7618,Mad Fellows,2017,0.0
7619,Mad Goblin Games,2015,0.0
7620,Mad Head Games,2016,0.2
7621,Mad Head Games,2017,0.0
7622,"Mad Hunter Studio,EHTechnology",2016,0.0
7623,"Mad Hunter Studio,EHTechnology",2017,0.0
7624,Mad Mag Store,2017,0.0
7625,Mad Mimic,2017,0.0
7626,Mad Orange,2013,0.0
7627,Mad Otter Games,1990,0.0
7628,Mad Otter Games,2014,1.0
7629,Mad Ram Software,2014,0.0
7630,Mad Unicorn Games,2016,0.0
7631,Mad Unicorn Games,2017,0.0
7632,Mad Vulture Games,2016,0.0
7633,MadGearGames,2017,0.0
7634,MadLab Games,2017,0.0
7635,MadMan Theory Games,2014,1.0
7636,"MadMinute Games,NorbSoftDev",2006,0.0
7637,MadOut Games,2017,0.0
7638,Maddox Games,1997,0.0
7639,Maddox Games,1998,0.0
7640,Made of Bits,2017,0.0
7641,MadeOfDinosaurs,2017,0.0
7642,Madia Entertainment,2005,0.0
7643,Madruga Works,2015,0.0
7644,Magenta Factory,2011,0.0
7645,Magenta Factory,2017,0.0
7646,"Magenta Factory,Gustav Yu",2017,0.0
7647,"Magenta Factory,ZiX Solutions",2017,0.0
7648,"Magenta Factory,过路乐师A",2014,1.0
7649,Magesoft,2017,0.0
7650,Maggese,2017,0.0
7651,Maggie McLean,2015,0.0
7652,Magic Dungeon Studio,2017,0.0
7653,Magic Item Tech,2015,0.0
7654,Magic Item Tech,2017,0.0
7655,Magic Notion,2015,0.0
7656,Magic Pants,2015,0.0
7657,Magic Pixel Kft.,2016,0.0
7658,Magic Pixel Kft.,2017,0.0
7659,Magic Sandbox,2016,0.0
7660,Magic and Mirrors,2017,0.0
7661,MagicIndie,2012,0.0
7662,MagicIndie,2014,0.0
7663,MagicIndie,2015,0.0
7664,MagicIndie,2017,0.0
7665,Magical Hackers,2015,0.0
7666,Magical Hackers,2017,0.0
7667,MagicalTimeBean,2011,0.0
7668,MagicalTimeBean,2012,0.0
7669,MagicalTimeBean,2014,0.0
7670,Magicbane,2013,0.0
7671,Magicbane,2015,0.0
7672,Magiko Gaming,2014,0.0
7673,Magnetic Realms,2014,0.0
7674,Magnetic Realms,2015,0.0
7675,"Magnetic Realms,Bravewave",2015,0.0
7676,Magnitude 3,2014,0.0
7677,Magnolia Art,2016,0.0
7678,Magnolia Art,2017,0.0
7679,Magory.net,2016,0.0
7680,Mahdi Bahrami,2017,0.0
7681,"Mahhaon Horror, Sun Pixel",2017,0.0
7682,"Mahhaon,Art-Arcade,Sun Pixel",2016,0.0
7683,Maik Goltz,2017,0.0
7684,Mail.ru Games,2016,1.0
7685,Maithonis Studios,2016,0.0
7686,Major Games,2015,0.0
7687,Makivision Games,2009,0.0
7688,Makivision Games,2015,0.5
7689,Makivision Games,2017,0.0
7690,Malfador Machinations,2006,0.0
7691,Maltakreuz,2015,0.0
7692,"Maltakreuz,Goodsir",2017,0.0
7693,Malzbie Games,2017,0.3333333333333333
7694,Man-Eater Games,2017,0.0
7695,ManBeardGames,2017,0.0
7696,Mana Games,2009,0.0
7697,Mana Games,2013,0.0
7698,Mana Games,2015,0.0
7699,Mana Games,2016,1.0
7700,Mana Potion Studios,2016,0.0
7701,ManaVoid Entertainment Inc.,2016,0.0
7702,Mandlebar,2015,0.5
7703,Mandragora,2015,0.5
7704,Mandragora,2017,0.0
7705,Mango Protocol,2015,0.0
7706,Mango Protocol,2016,0.0
7707,Mango Protocol,2017,0.0
7708,Mani Kommoula,2017,1.0
7709,Manic Game Studios,2011,0.0
7710,Manic Mind Game Lab,2016,0.0
7711,Manic Mind Game Lab,2017,0.14285714285714285
7712,Manifesto Game Studio,2015,0.0
7713,Manipulation Machine,2016,1.0
7714,Mantis Games,2017,0.0
7715,"Manuel Pazos,Daniel Celemín",2016,1.0
7716,Manufacture 43,2017,0.0
7717,Manyland,2015,0.0
7718,Maple Flag,2017,0.0
7719,Marafigogames,2017,0.0
7720,Marc-Antoine Jacob,2017,0.0
7721,Marcelo Barbosa,2015,0.0
7722,Marcelo Villarreal,2017,0.0
7723,March Entertainment,2013,0.0
7724,Marcin Mikołajczyk,2017,0.0
7725,Marco Amadei,2017,0.0
7726,Marco Noordergraaf,2017,0.0
7727,Marco Tancredi,2016,0.0
7728,Marcos Dumont,2016,0.0
7729,Marcos Rocha,2017,0.0
7730,Mariaglorum,2016,0.0
7731,Mariaglorum,2017,0.0
7732,Mariano Larronde,2017,0.0
7733,Marie Ronnaux Games,2014,0.0
7734,"Mario von Rickenbach,Etter Studio,Tale of Tales,Cardboard Computer,Pol Clarissou,Katie Rose Pipkin,Santa Ragione",2016,1.0
7735,"Mario von Rickenbach,Michael Frei",2015,0.0
7736,"Mario von Rickenbach,Playables",2016,0.0
7737,Mariusz Gibas,2017,0.0
7738,Mark Chong,2015,0.0
7739,Mark Fassett,2017,0.0
7740,Mark France,2017,0.0
7741,Mark Hagan,2017,0.0
7742,Mark Healey,2005,0.0
7743,Mark Sowders,2017,0.0
7744,Markus Döbele,2015,0.0
7745,Markus Fick,2015,0.0
7746,Markus Zierhofer,2017,0.0
7747,Marmalade Game Studio Ltd,2015,0.0
7748,Marmoset LLC,2016,0.0
7749,Marsbound,2016,0.5
7750,Marshlight Software,2017,0.0
7751,Martin Cerdeira,2016,0.0
7752,Martin Crownover,2017,0.0
7753,Martin Helvig,2017,0.0
7754,Martin Ivanov,2011,0.0
7755,Martin Knopf,2017,0.0
7756,Martin Mitov,2017,0.0
7757,Martin Veilleux,2015,0.0
7758,Maru Games,2017,0.0
7759,Maru Project Develop Team,2017,0.0
7760,Marvelous Inc.,2017,0.0
7761,"Marvelous, Inc.",2016,0.0
7762,Marxnet,2015,1.0
7763,"Masangsoft, Inc.",2014,1.0
7764,Maschinen-Mensch,2015,0.0
7765,Maschinen-Mensch,2016,0.0
7766,Mascot Entertainment,2004,0.0
7767,Mascot Entertainment,2008,0.0
7768,Mason Lindroth,2015,0.0
7769,Mass Creation,2016,0.0
7770,MassDiGI,2017,0.0
7771,"Massive Damage, Inc.",2016,0.5
7772,"Massive Damage, Inc.",2017,0.0
7773,Massive Entertainment,2000,0.0
7774,Massive Entertainment,2004,0.0
7775,Massive Entertainment,2016,0.0
7776,Massive Entertainment,2017,0.0
7777,Master Creating,2008,0.0
7778,Master Key Simulations,2017,0.0
7779,Master Technologies,2015,0.0
7780,Mastfire Studios Pty Ltd,2017,0.0
7781,Masthead Studios Ltd,2014,0.2
7782,Mateusz Kulis,2016,0.0
7783,Mateusz Kuliś,2016,0.0
7784,"Math Nerd Productions, LLC",2015,0.0
7785,Mathias,2017,0.0
7786,Matouš Lörinc,2017,0.0
7787,Matrix Games,2012,0.0
7788,Matrix Trains,2016,0.0
7789,Matrix Trains,2017,0.0
7790,Matt Crux,2016,0.0
7791,Matt Dabrowski,2017,0.0
7792,Matt Edzenga,2015,0.5
7793,Matt Frank,2017,0.0
7794,Matt Gadient,2015,0.5
7795,Matt Glanville,2016,0.0
7796,Matt Grimm,2015,1.0
7797,Matt Hooper,2016,0.0
7798,"Matt Kap,Nicalis, Inc.",2015,0.0
7799,Matt Roszak,2010,1.0
7800,Matt Roszak,2014,0.0
7801,Matt Roszak,2015,0.0
7802,Matt Thorson,2014,0.0
7803,Matt Thorson,2015,0.0
7804,"Matteo Cillario,Riccardo Runci,Niccolo' Passeri,Giulia Sorrentino",2016,0.0
7805,Matterhorn Software LTD,2016,0.0
7806,Matthew Brown,2014,0.25
7807,Matthew Brown,2015,0.5
7808,Matthew Brown,2017,0.0
7809,Matthew C Cohen,2012,0.0
7810,Matthew Coyle,2016,0.0
7811,Matthew Giordano,2017,0.0
7812,Matthew Jennings,2014,0.0
7813,Matthew Kania,2016,0.0
7814,Matthew Putnam,2017,0.0
7815,Matthew Ritter,2015,0.0
7816,Matthew Ritter,2016,0.0
7817,Matthew Robinson,2016,0.0
7818,Matthew Wester,2017,0.0
7819,"Matthew Willis,Jesse Crespo",2017,0.0
7820,Matthew.P,2017,0.0
7821,Matthias Magnussen,2016,0.0
7822,Mattis Folkestad,2017,0.0
7823,"Mattrified Games,Point5Projects",2017,0.0
7824,Maulidan Games,2017,0.0
7825,Maurice Pape,2014,0.0
7826,Mauro Vos,2016,0.0
7827,Maus Software,2006,0.0
7828,Maverick Game Studio,2016,0.0
7829,Maverick Games,2016,0.0
7830,Max,2016,0.0
7831,Max Apps LLC,2016,0.0
7832,"Max Gaming Technologies, LLC",2014,0.0
7833,Max LL,2015,0.0
7834,"Maxime Cote,Simon Cote",2017,0.0
7835,Maxime Vézina,2016,1.0
7836,Maximum Games,2016,0.0
7837,Maximus.ez,2017,0.0
7838,Maxis™,2008,0.0
7839,"Maxwell Volz,David Zeiser",2017,1.0
7840,"Maxwolf,Fox",2009,0.0
7841,"Maxwolf,Fox",2015,0.0
7842,"Maxwolf,Fox",2016,0.0
7843,Maya Gameworks,2016,0.0
7844,Mayhem Games USA,2015,0.0
7845,McKay,2017,0.0
7846,McMagic Productions,2015,0.0
7847,MeDungeon Ltd.,2015,0.0
7848,"Meadowlark Science and Education, LLC",2017,0.0
7849,Mechabit Ltd,2015,0.0
7850,Mechanical Boss,2016,0.5
7851,Mechanical Boss,2017,0.0
7852,Mechanical Butterfly Studios,2016,0.0
7853,Mechanical Monocle,2017,0.0
7854,Mechanist Games,2014,1.0
7855,Med-Art,2012,0.0
7856,Media Art,2017,0.0
7857,"Media Impact Co.,Ltd",2016,1.0
7858,MediaAtlas,2016,0.0
7859,MediaSpark,2016,0.0
7860,Mediatonic,2011,0.0
7861,Mediatonic,2016,0.0
7862,"Mediatonic,Flaming Fowl Studios",2017,0.0
7863,"Mediatonic,Hato Moa,The Irregular Corporation",2014,0.0
7864,"Mediatonic,The Irregular Corporation",2013,0.0
7865,"Mediatonic,The Irregular Corporation",2015,0.0
7866,Medis Media,2017,0.0
7867,MeepHead LLC,2017,0.0
7868,Meepower,2016,0.0
7869,Meepower,2017,0.0
7870,Mega Boss Game Studio,2016,0.0
7871,Mega Crit Games,2017,0.0
7872,Mega Dwarf Inc.,2016,0.0
7873,Megadev,2013,0.0
7874,Megastorm Games,2016,0.0
7875,Megastorm Games,2017,0.0
7876,MegawattsCo,2016,0.0
7877,MekTek Studios,2017,0.0
7878,Membraine Studios,2015,0.0
7879,Memetic Games,2013,0.0
7880,Memorazer Production,2016,0.0
7881,Meow Studios,2017,0.0
7882,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ",2014,0.0
7883,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ",2016,0.0
7884,MercurySteam,2014,0.14285714285714285
7885,MercurySteam,2017,0.25
7886,MercurySteam - Climax Studios,2013,0.0
7887,Merge Heroes,2017,0.0
7888,Meridian'93,2015,0.0
7889,Meridian4,2005,0.0
7890,Meridian4,2008,0.0
7891,Meridian4,2009,0.0
7892,Meridian4,2015,0.0
7893,Merixgames,2016,0.0
7894,Merlin Beer,2016,0.0
7895,Merriman Games,2017,0.0
7896,"Merscom,Babylon",2005,0.0
7897,MeshTools,2012,0.0
7898,MeshTools,2013,0.0
7899,MeshTools,2014,0.0
7900,MeshTools,2015,0.0
7901,MeshTools,2017,0.0
7902,Messhof,2014,0.0
7903,Messhof,2015,0.0
7904,Messhof,2017,0.0
7905,Messier Games &amp; Animations,2017,0.0
7906,"Metal Fox,Nullysun Studio",2017,0.0
7907,MetalBear,2015,0.0
7908,Metalhead Software Inc.,2015,0.0
7909,Metamorf,2007,0.0
7910,MetamorphoGames,2017,0.0
7911,Metanet Software Inc.,2016,0.0
7912,"Metaware Limited, LLC",2016,0.0
7913,Meteor Shock,2015,0.0
7914,Meteoric Games,2014,0.0
7915,Metropolis,1998,0.0
7916,Mexond,2016,0.0
7917,Mgaia Studio,2017,0.0
7918,Mi'pu'mi Games GmbH,2016,0.5
7919,Mi'pu'mi Games GmbH,2017,0.0
7920,Mi-Clos Studio,2015,0.0
7921,Mia Blais-Côté,2017,0.0
7922,Mianwotu,2017,0.0
7923,Michael Brough,2011,0.0
7924,Michael Brough,2015,0.0
7925,Michael Brough,2017,0.0
7926,Michael Burns,2017,0.0
7927,Michael Cox,2017,0.0
7928,Michael Flynn,2015,0.0
7929,Michael Flynn,2016,0.0
7930,"Michael Flynn,Elizabeth Flynn",2015,0.0
7931,"Michael Flynn,Elizabeth Flynn",2016,0.0
7932,Michael Hall,2016,0.0
7933,Michael Hobbs,2017,0.0
7934,Michael Howard,2016,0.0
7935,Michael Howard,2017,0.0
7936,"Michael J. Moffitt,Julian J. Hammerstein",2015,0.0
7937,Michael Jendryssek,2017,0.0
7938,"Michael Kissinger,Marco Hulden,Shaun Egan,Joshua Marks,Denys Ovsiannykov",2014,1.0
7939,Michael Klaus Schmidt,2016,0.0
7940,Michael Klaus Schmidt,2017,0.25
7941,Michael Lampel,2017,1.0
7942,Michael Lückgen,2015,0.0
7943,Michael McCartney,2017,0.5
7944,"Michael Porter,Aaron Smith,Andrew Thomas",2015,0.0
7945,Michael Schade,2017,0.0
7946,Michael Squirrel,2017,0.0
7947,Michael Swan,2015,0.0
7948,Michael Todd Games,2013,0.0
7949,Michael Todd Games,2014,0.0
7950,"Michael Todd Games,Yazar Media Group LLC",2014,0.0
7951,Michael Zahniser,2015,1.0
7952,MichaelArts,2015,0.0
7953,Michaela Laws,2015,0.3333333333333333
7954,Michaela Laws,2016,0.0
7955,Michaela Laws,2017,0.0
7956,"Michaela Laws,Christopher Escalante",2015,0.0
7957,"Michaela Laws,Christopher Escalante",2016,0.0
7958,"Michaela Laws,Ethan Nakashima",2017,0.0
7959,Michal Brzozowski,2015,0.0
7960,Michal Kruba,2016,0.0
7961,Michal Kuchárik,2017,0.0
7962,Michal Pawlowski,2016,0.0
7963,Michal Pawlowski,2017,0.0
7964,Michał Głowacki,2016,0.0
7965,Michel Barengo,2017,0.0
7966,"MicroProse Software, Inc",1985,0.0
7967,"MicroProse Software, Inc",1987,0.0
7968,"MicroProse Software, Inc",1988,0.0
7969,"MicroProse Software, Inc",1989,0.0
7970,"MicroProse Software, Inc",1990,0.0
7971,"MicroProse Software, Inc",1991,0.0
7972,"MicroProse Software, Inc",1992,0.0
7973,"MicroProse Software, Inc",1993,0.0
7974,"MicroProse Software, Inc",1994,0.0
7975,"MicroProse Software, Inc",1995,0.0
7976,"MicroProse Software, Inc",1997,0.0
7977,"MicroProse Software, Inc",1998,0.0
7978,"MicroProse Software, Inc",2001,0.0
7979,"MicroProse Software, Inc.",1991,0.0
7980,"MicroProse Software, Inc.",1992,0.0
7981,"MicroProse Software, Inc.",1994,0.0
7982,Microblast Games,2014,0.25
7983,Microblast Games,2015,0.0
7984,Microblast Games,2016,0.0
7985,Microids,2001,0.0
7986,Microids,2002,0.0
7987,Microids,2004,0.0
7988,Microids,2005,0.0
7989,Microids,2009,0.0
7990,Microids,2011,0.0
7991,Microids,2014,0.0
7992,Microids,2017,0.0
7993,Microlith Games,2017,0.0
7994,Microprose,1998,0.0
7995,Microprose,2000,0.0
7996,Microsoft Game Studios,2006,0.0
7997,Microsoft Game Studios,2017,1.0
7998,"MidBoss, LLC.",2015,0.25
7999,"Midgar Studio,Fusty Game",2017,0.0
8000,Midian Design,2014,0.0
8001,Midian Design,2017,0.0
8002,Midipixel,2017,0.0
8003,Midnart,2014,0.5
8004,Midnight Games EIRL,2016,0.0
8005,"Midnight Oil Games, LLC",2015,0.0
8006,Midnight Party,2016,0.0
8007,"MidnightCoffee, Inc.",2017,0.0
8008,"Mido Basim,Danny Wei",2015,0.0
8009,Might and Delight,2012,0.0
8010,Might and Delight,2013,0.0
8011,Might and Delight,2014,0.0
8012,Might and Delight,2015,0.0
8013,Might and Delight,2016,0.0
8014,Might and Delight,2017,0.0
8015,Mighty Fox Studio,2015,0.0
8016,Mighty Mob Games,2017,0.0
8017,Mighty Pebble Games Inc,2017,0.0
8018,Mighty Rabbit Studios,2014,0.0
8019,"Mighty Rabbit Studios,Gun Media",2015,0.0
8020,"Mighty Rabbit Studios,Gun.",2014,0.0
8021,"Mighty Rabbit Studios,Relevant Games",2014,0.0
8022,Mighty Rocket Studio,2013,0.0
8023,"Mighty Studios, LLC",2017,0.0
8024,MightyCodeDragon,2017,0.0
8025,Migiha,2016,0.0
8026,Mihai Morosanu,2016,0.0
8027,Mihai Morosanu,2017,0.0
8028,Mihan0id,2016,0.0
8029,Mihan0id,2017,0.0
8030,Mika Spin Games,2016,0.0
8031,Mikael Kinnander,2016,1.0
8032,Mike Keogh,2014,0.0
8033,Mike Laraman,2017,0.0
8034,Mike Studios,2017,0.0
8035,Mike Wiering,2017,0.0
8036,"Mikeypoo's Games,David Szymanski",2016,0.0
8037,"Mikeypoo's Games,Roger Levy",2015,0.0
8038,Mikhail Melnikov,2017,0.0
8039,Mikhail Ramanouski,2017,0.0
8040,Miki Squadron Project,2017,0.0
8041,Mikko Nykyri,2016,0.0
8042,Mikołaj Spychał,2017,0.0
8043,"Milan Kazarka,Jeroen van Oosten",2015,0.0
8044,"Milan Kazarka,Jeroen van Oosten",2016,0.0
8045,Milepost Simulations,2014,0.0
8046,Milepost Simulations,2015,0.0
8047,Milepost Simulations,2016,0.0
8048,Milepost Simulations,2017,0.0
8049,Milestone S.r.l.,2013,0.0
8050,Milestone S.r.l.,2014,0.1111111111111111
8051,Milestone S.r.l.,2015,0.14285714285714285
8052,Milestone S.r.l.,2016,0.037037037037037035
8053,Milestone S.r.l.,2017,0.4117647058823529
8054,Milieu,2014,0.0
8055,Military Visualisations,2016,0.0
8056,Military Visualizations,2016,0.0
8057,Military Visualizations,2017,0.0
8058,Milkbag Games,2017,0.0
8059,Milkstone Studios,2014,0.0
8060,Milkstone Studios,2016,0.0
8061,Milkstone Studios,2017,0.0
8062,Milky Tea Studios,2015,1.0
8063,Millenium Project Enterprises,2001,1.0
8064,Millenway,2017,0.0
8065,Millia Soft,2016,0.0
8066,Mimimi Productions,2014,0.0
8067,MinMax Games Ltd.,2011,0.0
8068,Mind Crew,2014,0.0
8069,Mind Grown Software,2017,0.0
8070,Mind Leak,2017,0.0
8071,Mind Over Matter Studios,2012,0.0
8072,Mind Over Matter Studios,2013,0.0
8073,Mind's Eye Games,2016,0.0
8074,MindArk PE AB,2016,1.0
8075,"MindBlocks Studio, LLC",2015,0.0
8076,"MindShaft Games, LLC",2016,0.0
8077,MindWalker Games,2017,0.0
8078,Minddesk Software GmbH,2016,0.0
8079,Mindillusion,2017,0.0
8080,Mindmuscle Games,2016,0.0
8081,Mindstorm Studios,2009,0.0
8082,Mindtrick,2017,1.0
8083,"Mindware Co.,Ltd.",2014,0.0
8084,"Mindware Co.,Ltd.",2016,0.0
8085,"Mindware Co.,Ltd.",2017,0.0
8086,Mindware Studios,2005,0.0
8087,Mindware Studios,2007,0.0
8088,"Mine Loader Software Co., Ltd.",2013,0.0
8089,Mini IT,2008,0.0
8090,MiniBoss,2016,0.0
8091,MiniVisions,2015,0.0
8092,Minicore Studios,2014,0.0
8093,Minindustries Game Factory,2015,0.0
8094,Minion Productions Inc.,2016,0.0
8095,Minor Faction,2017,0.0
8096,Minor Key Games,2012,1.0
8097,Minor Key Games,2013,0.0
8098,Minor Key Games,2014,0.5
8099,Minor Key Games,2015,0.3333333333333333
8100,Minor Key Games,2016,0.0
8101,Minor Key Games,2017,0.0
8102,Minority Media Inc.,2013,0.0
8103,Minskworks,2016,0.0
8104,Mint Age Studios,2015,0.0
8105,Mintaka Softworks,2016,0.0
8106,Miolhr SM,2016,0.0
8107,Mirabolis Studios,2017,0.0
8108,"Miracle Positive Co., Ltd.",2016,0.0
8109,Mirador Studio,2017,0.0
8110,Mirball Games,2013,0.0
8111,Mire Studios,2016,0.0
8112,Miria Studios,2016,1.0
8113,Mirillis,2014,0.0
8114,Mirinae,2016,1.0
8115,Miris Mind,2016,0.0
8116,Mirko Seithe,2016,0.0
8117,Mirum Studio,2017,0.0
8118,Miryn Innovation,2017,0.0
8119,Misfits Attic,2012,0.3333333333333333
8120,Misfits Attic,2016,0.0
8121,MissingNo Studio,2017,0.0
8122,Mission Aware Technologies,2015,0.0
8123,Mission Critical Studios,2014,0.0
8124,"Mithis Games,THQ Nordic",2004,0.0
8125,"Mithis Games,THQ Nordic",2016,0.0
8126,Mitorah Games,2016,0.0
8127,Mitorah Games,2017,0.0
8128,Mixamo,2013,1.0
8129,Mixamo,2015,1.0
8130,Mixed In Key,2016,0.0
8131,MixedBag Srl,2016,0.0
8132,MixedBag Srl,2017,0.0
8133,Mixel,2014,0.0
8134,Mizar Games,2016,0.0
8135,MoYi Technology,2017,1.0
8136,MoaCube,2007,0.0
8137,MoaCube,2012,0.0
8138,MoaCube,2016,0.0
8139,MobileBits,2015,0.5
8140,"Mobot Studios, Inc",2014,0.0
8141,MobyDick Games,2015,0.0
8142,Mode 7,2011,0.0
8143,Mode 7,2012,0.0
8144,Mode 7,2015,0.0
8145,Mode 7,2016,0.0
8146,Mode 7 Limited,2017,1.0
8147,Mode4,2016,0.0
8148,Modern Dream,2013,0.0
8149,Modern Dream,2014,0.0
8150,Modern Dream,2015,0.5
8151,Modern Dream Ltd,2016,0.0
8152,Modern Paradise Media Inc.,2015,0.0
8153,"Modern Visual Arts Laboratory,SEO INSEOK",2016,0.0
8154,"Modern Visual Arts Laboratory,SEO INSEOK",2017,0.0
8155,Modesto A. Rabena,2015,0.0
8156,Modesto Rabena,2015,0.0
8157,Modesty,2016,0.5
8158,MoeNovel,2013,0.0
8159,MoeNovel,2015,0.0
8160,Mohawk Games,2016,0.0
8161,Mohawk Games,2017,0.0
8162,Mojang,2017,1.0
8163,Mojo Bones,2017,0.0
8164,Mokomoto,2017,0.0
8165,Mokus,2016,0.5
8166,"Mokylin Tech. Co.,Ltd",2017,1.0
8167,MokyuSoft,2016,0.0
8168,Molegato,2017,0.0
8169,Moleworks,2015,0.0
8170,Molosoft,2007,1.0
8171,Molosoft,2017,0.0
8172,Moltenplay,2016,0.0
8173,Moment Studio,2015,0.5
8174,Momentum Digital Media Technologies,2007,0.0
8175,Momiji Studios,2015,0.0
8176,Mommy's Best Games,2011,0.0
8177,Mommy's Best Games,2015,0.0
8178,Monkey Stories,2016,0.0
8179,MonkeyToons,2016,0.0
8180,Monkeybin AS,2016,0.0
8181,Monkeynetics,2017,0.0
8182,Monkeys Tales Studio,2016,1.0
8183,Monkeys Tales Studio,2017,0.0
8184,"Monochrome, Inc",2013,0.0
8185,"Monochrome, Inc",2015,0.0
8186,Monocool Interactive,2017,0.0
8187,Monogon Games,2015,0.0
8188,Monolith,2006,0.0
8189,Monolith,2009,0.0
8190,Monolith Productions,1998,0.0
8191,Monolith Productions,2017,0.25
8192,"Monolith Productions, Inc.",2003,0.0
8193,"Monolith Productions, Inc.",2009,0.0
8194,"Monolith Productions, Inc.",2012,0.025
8195,"Monolith Productions, Inc.",2017,0.3333333333333333
8196,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014,0.15384615384615385
8197,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2015,0.16666666666666666
8198,"Monolith Productions, Inc.,Timegate",2005,0.0
8199,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",2014,0.0
8200,Monomi Park,2017,0.0
8201,"Monstars Inc.,Resonair",2017,0.0
8202,Monster Games,2016,0.42424242424242425
8203,Monster Games,2017,0.35294117647058826
8204,Monstrum,2008,0.0
8205,Monstrum,2017,0.0
8206,Monte Cristo,2007,0.0
8207,Monte Cristo,2008,0.0
